arrival_time,length,ram_req,bw_req,task_id
764,1455,256,1024,5138
628,859,512,457,5139
163,3339,4096,1782,5140
390,4937,512,1322,5141
46,4929,1024,1387,5142
985,4236,512,1131,5143
667,954,4096,1916,5144
473,4514,4096,216,5145
607,2357,1024,1931,5146
216,2182,256,1285,5147
753,2347,1024,175,5148
644,4355,256,1511,5149
132,4064,512,1511,5150
977,3600,256,82,5151
891,4028,4096,1468,5152
772,2124,2048,1974,5153
330,4365,2048,1097,5154
553,2448,256,997,5155
274,3075,512,229,5156
140,2634,256,1922,5157
875,601,4096,89,5158
11,2186,256,1587,5159
738,828,512,1720,5160
226,1867,512,929,5161
469,4872,256,505,5162
857,1216,512,1870,5163
66,1484,512,1319,5164
270,641,256,1538,5165
590,947,2048,131,5166
880,1767,256,1540,5167
152,996,1024,1684,5168
689,2443,2048,1930,5169
242,3961,1024,1276,5170
541,1569,1024,698,5171
432,1822,256,1770,5172
550,1697,1024,1487,5173
113,4232,2048,748,5174
414,4295,512,1903,5175
593,692,4096,560,5176
753,4137,256,1330,5177
142,3199,1024,820,5178
46,1625,4096,860,5179
433,4531,1024,1626,5180
70,2292,2048,1515,5181
150,3260,512,205,5182
270,992,2048,1241,5183
177,1962,512,1859,5184
333,1780,4096,1003,5185
483,3709,256,1870,5186
70,4512,2048,1488,5187
654,4995,4096,1510,5188
356,2958,2048,1980,5189
253,2499,2048,659,5190
630,3354,2048,1531,5191
840,2377,256,196,5192
461,1580,2048,1055,5193
100,4484,1024,1609,5194
606,1829,4096,739,5195
939,4792,2048,538,5196
412,2023,512,902,5197
575,2100,1024,519,5198
747,3061,2048,1538,5199
453,2813,4096,1728,5200
339,1504,1024,321,5201
945,957,512,1998,5202
15,3608,256,1020,5203
567,4767,1024,478,5204
472,4597,2048,1326,5205
65,1010,2048,1174,5206
178,4623,256,1289,5207
358,1504,2048,1606,5208
259,1573,1024,1969,5209
820,2111,2048,60,5210
33,1977,1024,1518,5211
611,1787,1024,610,5212
738,1945,1024,527,5213
605,2446,256,1293,5214
384,4223,2048,1416,5215
619,4301,256,881,5216
197,3765,4096,724,5217
216,990,4096,1918,5218
348,4580,512,740,5219
987,1491,256,1455,5220
45,2813,2048,522,5221
595,573,256,750,5222
11,4699,2048,1178,5223
697,2000,2048,1018,5224
34,3423,4096,231,5225
292,2780,256,1015,5226
325,1123,4096,1223,5227
697,3273,4096,799,5228
831,3367,512,1390,5229
707,1172,2048,186,5230
728,2294,1024,1171,5231
720,785,2048,1675,5232
686,3907,4096,955,5233
970,1954,2048,241,5234
395,1797,4096,880,5235
366,2018,512,761,5236
645,974,4096,1903,5237
791,2382,2048,362,5238
81,2818,256,1901,5239
419,598,2048,1764,5240
5,3162,2048,1447,5241
735,3852,1024,1135,5242
678,4901,512,1162,5243
822,4588,512,1728,5244
360,3063,2048,1553,5245
278,2410,1024,97,5246
505,4408,4096,134,5247
766,3448,512,1111,5248
352,658,2048,391,5249
67,1675,256,1627,5250
388,2700,512,1955,5251
982,4171,512,623,5252
506,1417,256,1494,5253
388,4234,256,420,5254
200,2453,256,1117,5255
532,2123,2048,1302,5256
470,4267,1024,899,5257
308,819,512,1894,5258
765,4336,4096,1863,5259
772,1885,2048,1870,5260
674,2295,2048,1874,5261
1000,1437,1024,1257,5262
539,1486,4096,500,5263
164,1353,256,1231,5264
358,3908,1024,369,5265
94,2270,2048,543,5266
955,2065,1024,277,5267
982,1993,512,1546,5268
960,527,4096,315,5269
127,2921,256,1452,5270
63,4859,512,1868,5271
973,2585,256,516,5272
610,3116,512,1108,5273
399,958,256,1773,5274
920,2243,512,557,5275
225,3389,256,510,5276
458,1967,256,183,5277
34,3609,512,665,5278
310,1987,256,1246,5279
770,2350,512,499,5280
39,1539,512,1322,5281
111,3652,256,582,5282
663,521,4096,53,5283
750,1300,256,1892,5284
326,3194,512,920,5285
164,2366,512,615,5286
771,1798,256,404,5287
254,4574,2048,556,5288
763,3125,256,1375,5289
813,1623,256,222,5290
342,1232,4096,73,5291
175,1924,2048,1544,5292
138,4503,256,1799,5293
635,1320,4096,1679,5294
780,3529,512,300,5295
873,2206,2048,672,5296
198,4582,512,563,5297
119,3093,1024,1621,5298
85,3828,512,414,5299
791,4669,256,1200,5300
296,1413,2048,1188,5301
917,2442,256,1203,5302
565,3861,512,1448,5303
938,3791,256,1555,5304
600,2159,512,1083,5305
21,1541,1024,598,5306
189,4083,4096,1588,5307
789,2428,2048,1438,5308
834,3139,1024,525,5309
224,3621,256,728,5310
744,680,1024,1281,5311
855,2320,512,1689,5312
259,575,4096,580,5313
488,837,2048,572,5314
964,2292,512,1329,5315
933,4831,256,1226,5316
595,3886,256,1115,5317
212,2047,2048,1474,5318
944,1312,256,1693,5319
926,4014,1024,1643,5320
930,4668,2048,1392,5321
929,1615,4096,1040,5322
977,1886,1024,1647,5323
230,4546,1024,666,5324
839,511,4096,1166,5325
566,1215,4096,1911,5326
18,4896,256,1483,5327
302,2362,2048,1861,5328
892,1824,4096,1662,5329
783,4442,512,407,5330
594,4591,4096,721,5331
930,3327,1024,1605,5332
743,3401,2048,201,5333
365,4866,512,1778,5334
436,2552,2048,82,5335
987,1692,4096,1228,5336
136,3286,1024,1631,5337
155,3389,512,1820,5338
942,2285,2048,390,5339
622,3809,4096,745,5340
696,1492,512,1370,5341
695,1304,256,1076,5342
428,3495,256,1730,5343
36,3473,4096,1114,5344
940,1530,2048,1433,5345
567,1420,4096,1215,5346
291,3640,512,621,5347
521,1077,512,1118,5348
877,1516,1024,1606,5349
928,4604,2048,202,5350
488,1286,4096,412,5351
900,2297,256,1264,5352
97,3036,512,1105,5353
688,4153,2048,1271,5354
86,3185,2048,784,5355
854,3729,512,1151,5356
500,806,1024,1111,5357
733,2536,4096,1768,5358
247,1282,4096,1747,5359
565,1086,256,1992,5360
688,1248,4096,1199,5361
682,4420,2048,1646,5362
405,3189,512,1539,5363
283,4490,256,1677,5364
822,3112,1024,888,5365
774,1424,1024,944,5366
391,2823,256,399,5367
831,503,2048,272,5368
530,4348,256,1475,5369
302,4912,1024,622,5370
879,1112,512,846,5371
771,2532,4096,1437,5372
590,4235,4096,595,5373
664,708,4096,1283,5374
666,4655,2048,1553,5375
172,3298,1024,1396,5376
962,1746,512,267,5377
460,4789,1024,1317,5378
402,707,512,672,5379
364,4141,1024,1802,5380
350,2026,2048,1353,5381
213,1889,512,1733,5382
220,3107,4096,254,5383
126,2649,2048,1441,5384
428,828,256,112,5385
235,3292,2048,1559,5386
352,1840,256,1832,5387
870,2614,256,797,5388
633,3968,1024,1700,5389
335,2737,2048,426,5390
473,2219,4096,1237,5391
719,4650,1024,311,5392
498,1156,512,697,5393
586,4175,2048,144,5394
598,926,2048,432,5395
584,4166,2048,117,5396
529,4516,1024,425,5397
23,4836,1024,288,5398
211,2410,4096,1796,5399
90,4070,512,1671,5400
987,4213,2048,604,5401
928,1141,1024,698,5402
786,1440,256,1568,5403
246,4304,2048,801,5404
297,1975,1024,562,5405
271,3978,2048,151,5406
897,2511,1024,309,5407
985,1855,256,1217,5408
536,1747,2048,1799,5409
356,1303,512,1381,5410
677,2415,512,662,5411
708,1856,512,1565,5412
798,2191,2048,1130,5413
868,4111,512,834,5414
15,3832,1024,929,5415
604,1130,512,68,5416
531,1452,4096,132,5417
992,3176,256,1168,5418
498,2665,512,484,5419
50,3926,512,1883,5420
736,4472,2048,1710,5421
602,972,1024,645,5422
400,3633,512,237,5423
221,3067,4096,1803,5424
305,3150,256,1595,5425
572,3142,1024,1693,5426
891,2912,4096,109,5427
193,4350,256,1552,5428
914,2697,1024,1618,5429
277,2792,4096,269,5430
85,3598,512,1179,5431
742,2284,256,1569,5432
220,2850,512,1434,5433
927,2261,4096,132,5434
490,4124,1024,820,5435
623,4178,256,920,5436
535,3740,256,892,5437
695,4537,2048,990,5438
462,2579,2048,221,5439
416,3216,512,454,5440
37,4788,512,843,5441
140,927,512,1132,5442
674,1159,256,561,5443
2,2880,2048,219,5444
609,2401,2048,1973,5445
896,3208,2048,1723,5446
505,3343,2048,531,5447
714,2069,2048,444,5448
488,2018,2048,197,5449
538,1876,512,739,5450
552,2845,4096,374,5451
238,4421,512,1377,5452
456,4170,4096,143,5453
226,2048,2048,220,5454
55,4507,256,1687,5455
371,2480,2048,612,5456
867,3892,1024,131,5457
108,3108,256,1079,5458
570,3850,512,633,5459
989,1504,512,362,5460
758,4446,256,1006,5461
883,2487,256,1753,5462
125,3428,1024,732,5463
435,2830,512,1134,5464
256,1264,2048,609,5465
471,3393,512,1237,5466
70,1134,256,1808,5467
80,3123,2048,1817,5468
652,2644,256,407,5469
650,4295,4096,649,5470
454,3117,512,289,5471
97,4557,256,1470,5472
230,2763,2048,1435,5473
197,2397,512,1829,5474
764,4419,4096,432,5475
679,1898,256,703,5476
815,2725,512,686,5477
760,4949,2048,1503,5478
229,4590,1024,656,5479
445,2372,2048,1328,5480
436,1003,4096,1515,5481
963,3032,512,331,5482
896,3604,2048,92,5483
926,4274,1024,1971,5484
339,1477,512,1533,5485
270,2417,2048,1554,5486
578,3125,1024,1762,5487
94,4118,256,298,5488
964,2783,4096,709,5489
755,4407,512,874,5490
409,2412,4096,765,5491
879,2332,1024,359,5492
696,3725,512,954,5493
273,1742,1024,990,5494
129,4098,256,1909,5495
35,4302,1024,1902,5496
488,4513,2048,1517,5497
558,2870,4096,1120,5498
385,3759,2048,1909,5499
426,1188,2048,472,5500
248,930,4096,937,5501
762,4037,256,1903,5502
321,681,1024,258,5503
581,3648,2048,841,5504
259,4770,512,1482,5505
671,1070,512,737,5506
303,793,4096,630,5507
978,2948,512,1864,5508
472,1755,256,853,5509
244,2640,512,612,5510
418,4944,512,1356,5511
261,1915,256,1140,5512
753,4119,2048,1308,5513
606,2452,2048,952,5514
916,1146,1024,1748,5515
80,3011,256,443,5516
110,4281,256,1522,5517
236,3615,1024,1686,5518
906,3770,512,1077,5519
49,4589,2048,1313,5520
212,3170,512,889,5521
336,1766,1024,490,5522
24,3378,4096,1940,5523
351,4879,1024,940,5524
396,764,256,783,5525
599,4258,256,1336,5526
626,4186,1024,1959,5527
481,2390,2048,790,5528
613,2400,1024,1148,5529
280,3664,512,1379,5530
150,4328,4096,744,5531
119,4093,1024,370,5532
575,1326,512,86,5533
797,3871,1024,1898,5534
68,2530,512,164,5535
819,510,2048,71,5536
529,4014,1024,1003,5537
125,1416,1024,88,5538
314,2845,4096,1553,5539
435,4119,2048,864,5540
874,3351,512,187,5541
715,777,4096,504,5542
151,1031,512,1066,5543
893,4402,256,1175,5544
251,536,256,792,5545
49,4599,4096,1143,5546
404,862,1024,1981,5547
324,2159,2048,890,5548
438,1690,2048,610,5549
620,2658,1024,172,5550
651,2706,2048,1709,5551
630,2952,512,135,5552
122,3796,256,1135,5553
246,4625,256,280,5554
336,4912,256,1805,5555
15,1467,4096,1812,5556
313,1374,512,730,5557
360,855,1024,508,5558
487,3734,2048,1607,5559
199,4617,512,1144,5560
178,2085,1024,1582,5561
413,1170,2048,1113,5562
506,3657,256,1119,5563
638,2142,2048,1395,5564
641,4191,256,928,5565
488,3549,512,287,5566
488,3553,1024,125,5567
261,1877,2048,1462,5568
923,1806,256,1311,5569
582,1665,2048,1817,5570
264,2269,2048,1733,5571
808,2080,2048,554,5572
502,1069,256,1031,5573
742,2721,4096,247,5574
183,1352,512,202,5575
478,3815,256,718,5576
983,3488,1024,1095,5577
500,4676,2048,1465,5578
779,3190,512,1838,5579
592,2860,256,1141,5580
837,2786,512,1277,5581
125,583,512,1472,5582
610,704,256,1973,5583
761,4552,256,1975,5584
88,2222,4096,945,5585
946,1129,4096,1761,5586
171,4865,4096,245,5587
443,2211,256,1769,5588
905,1809,256,1847,5589
490,3863,1024,1800,5590
260,871,256,1702,5591
384,4010,256,191,5592
617,2732,2048,414,5593
782,1319,256,308,5594
383,2765,1024,1035,5595
558,4127,512,1469,5596
498,2994,256,1720,5597
615,2880,4096,1494,5598
957,3151,2048,1258,5599
148,1360,4096,804,5600
982,904,256,197,5601
742,3121,256,732,5602
26,4158,512,1404,5603
640,2398,1024,161,5604
278,4482,1024,1012,5605
237,3911,512,1838,5606
130,4089,1024,319,5607
828,3325,4096,1712,5608
165,1904,4096,1060,5609
423,3110,4096,218,5610
290,1571,256,465,5611
802,3011,512,1405,5612
527,2785,2048,88,5613
479,4397,512,319,5614
886,2877,4096,694,5615
143,3930,512,1956,5616
219,746,256,218,5617
531,2595,2048,1100,5618
861,2143,256,1836,5619
335,3847,2048,1269,5620
649,1982,1024,835,5621
687,2739,256,1227,5622
987,4839,4096,1650,5623
273,2987,4096,1639,5624
509,1373,2048,243,5625
463,3136,4096,135,5626
3,2552,256,945,5627
257,1925,256,799,5628
381,1745,1024,1661,5629
433,1623,4096,1731,5630
457,3130,2048,443,5631
942,1488,512,1135,5632
946,1919,2048,1088,5633
548,4085,512,1603,5634
754,2232,512,563,5635
764,4071,512,654,5636
111,1867,2048,990,5637
62,807,512,154,5638
643,2622,256,1911,5639
175,2991,256,1269,5640
888,514,1024,603,5641
829,4784,512,1679,5642
508,1201,2048,489,5643
768,546,2048,1179,5644
524,3630,512,152,5645
177,4532,1024,538,5646
418,3298,512,368,5647
277,1654,4096,1526,5648
130,3000,1024,1637,5649
981,3944,2048,1553,5650
899,4953,256,1853,5651
247,4448,512,484,5652
859,3388,1024,1507,5653
837,4174,1024,1493,5654
513,771,512,628,5655
53,3588,256,163,5656
903,534,2048,1988,5657
641,2131,1024,1457,5658
709,2258,512,181,5659
952,1504,1024,1591,5660
272,1982,256,438,5661
749,1147,512,742,5662
693,2235,4096,77,5663
437,3561,1024,1091,5664
676,2378,1024,1239,5665
791,4508,1024,572,5666
253,1721,4096,1286,5667
422,1583,2048,1411,5668
526,1460,2048,784,5669
972,2679,2048,1702,5670
466,3232,2048,681,5671
652,4521,256,1117,5672
203,1106,256,971,5673
202,3749,512,650,5674
265,3201,1024,1240,5675
445,1369,1024,651,5676
784,2921,2048,120,5677
946,4603,256,1790,5678
128,2011,4096,1383,5679
106,4510,512,1301,5680
404,1068,256,403,5681
580,3235,256,1030,5682
272,4885,256,573,5683
533,3424,512,1383,5684
120,4841,4096,520,5685
365,3488,1024,1756,5686
574,632,4096,166,5687
50,3277,4096,751,5688
326,3306,256,1089,5689
852,1541,256,146,5690
751,2238,1024,433,5691
949,4411,512,675,5692
501,1339,256,1098,5693
569,1895,512,1913,5694
676,990,2048,426,5695
62,2944,2048,1223,5696
675,2769,4096,1865,5697
533,2131,512,962,5698
438,2471,512,854,5699
510,1819,256,158,5700
489,2159,1024,1002,5701
954,4968,1024,1959,5702
42,4003,256,789,5703
865,1822,2048,1287,5704
260,4181,4096,961,5705
357,3839,256,1817,5706
717,1637,1024,452,5707
838,667,2048,1536,5708
867,1063,4096,729,5709
733,3982,1024,70,5710
945,1202,1024,1634,5711
382,1668,512,870,5712
745,4083,1024,1967,5713
3,2420,2048,446,5714
305,1459,2048,102,5715
364,1832,2048,757,5716
769,3885,256,978,5717
782,2218,4096,135,5718
940,3303,256,1552,5719
995,4651,256,467,5720
934,3451,2048,524,5721
56,3999,1024,129,5722
882,2723,512,1042,5723
820,771,4096,1508,5724
689,3686,2048,1756,5725
783,661,2048,688,5726
555,1219,4096,110,5727
280,1515,2048,1460,5728
967,3741,1024,1568,5729
206,2497,512,954,5730
607,2773,2048,307,5731
731,3061,512,938,5732
876,2301,256,619,5733
58,4633,2048,358,5734
132,3190,1024,1271,5735
965,4416,2048,879,5736
241,3629,4096,636,5737
192,3485,256,477,5738
744,1562,256,1612,5739
823,4061,2048,1010,5740
247,2293,2048,1485,5741
755,4583,256,1918,5742
810,1458,2048,53,5743
764,3127,512,1107,5744
21,4133,256,262,5745
963,830,512,506,5746
716,4611,256,1240,5747
604,2266,2048,348,5748
278,1190,4096,674,5749
276,2004,1024,1525,5750
860,1768,512,736,5751
461,1088,4096,1714,5752
65,1653,4096,953,5753
462,1194,2048,606,5754
265,4076,2048,1094,5755
734,2613,4096,1098,5756
198,2022,2048,1112,5757
65,2626,512,1450,5758
728,4283,1024,821,5759
377,1361,1024,1689,5760
178,3669,512,222,5761
133,4073,256,52,5762
328,1883,2048,1536,5763
792,1318,2048,889,5764
246,3670,4096,734,5765
614,1813,256,64,5766
667,1381,2048,1210,5767
796,2732,256,801,5768
219,3128,2048,1646,5769
676,4770,4096,254,5770
727,730,256,1320,5771
498,1490,256,1934,5772
58,2489,512,1517,5773
938,1248,4096,803,5774
614,693,256,1680,5775
738,2800,4096,75,5776
346,3911,256,1071,5777
677,2080,256,1365,5778
811,4853,256,63,5779
129,2295,256,478,5780
978,2441,2048,406,5781
635,1750,512,1549,5782
454,809,2048,498,5783
273,2237,2048,973,5784
868,2331,2048,277,5785
695,3068,4096,1446,5786
654,3258,512,372,5787
316,2010,2048,199,5788
667,4123,1024,1127,5789
793,4522,256,879,5790
210,4503,1024,1386,5791
908,3941,512,779,5792
249,4218,256,1217,5793
265,1905,1024,1084,5794
240,1489,512,577,5795
533,3499,1024,475,5796
988,2421,512,1512,5797
688,1211,4096,1736,5798
128,2053,256,569,5799
836,4770,1024,1513,5800
978,502,4096,1583,5801
171,4169,4096,806,5802
92,3261,512,1743,5803
94,3346,1024,476,5804
480,4345,1024,1100,5805
381,1897,256,838,5806
701,1295,256,272,5807
347,4872,4096,1591,5808
518,2137,1024,1505,5809
228,4260,256,1767,5810
517,556,2048,1940,5811
321,4567,4096,1215,5812
869,2855,1024,1545,5813
483,3320,2048,448,5814
501,2311,512,1181,5815
353,588,1024,188,5816
866,2831,512,1995,5817
352,858,256,1811,5818
117,1721,256,876,5819
860,1963,512,451,5820
524,3940,2048,1806,5821
194,4569,256,956,5822
379,4901,1024,929,5823
54,1368,1024,1831,5824
30,2348,4096,452,5825
976,2286,1024,665,5826
415,2045,4096,1761,5827
499,1179,512,543,5828
509,4215,1024,63,5829
585,1511,256,982,5830
498,1019,2048,860,5831
250,983,4096,145,5832
456,2016,256,841,5833
208,4534,256,994,5834
411,2890,1024,1005,5835
8,657,256,1101,5836
661,4945,2048,1919,5837
974,3089,512,1590,5838
225,4507,256,1039,5839
502,2158,256,1003,5840
52,4871,4096,1383,5841
53,1643,4096,903,5842
835,3802,256,737,5843
66,2363,256,818,5844
590,2770,2048,800,5845
579,1685,512,989,5846
157,2964,1024,1529,5847
138,3422,256,765,5848
589,3300,1024,1577,5849
178,2093,2048,535,5850
184,3924,2048,835,5851
305,652,1024,186,5852
484,4730,512,1558,5853
86,2259,256,1027,5854
708,1384,512,639,5855
686,3141,4096,1127,5856
863,3168,256,1969,5857
188,4262,256,1341,5858
128,3629,1024,1372,5859
453,4274,512,378,5860
688,1362,512,227,5861
338,2986,256,1418,5862
564,2044,1024,737,5863
507,3687,4096,677,5864
531,3688,4096,829,5865
961,3312,2048,1396,5866
697,1921,2048,1085,5867
45,3440,1024,776,5868
110,1738,4096,372,5869
803,1454,512,405,5870
948,3323,2048,1416,5871
538,4487,256,153,5872
308,1016,512,1921,5873
819,4562,2048,839,5874
551,2057,1024,1436,5875
695,2282,256,108,5876
602,3157,4096,1304,5877
440,661,512,843,5878
173,1693,4096,805,5879
125,2720,512,355,5880
977,3521,2048,365,5881
867,792,512,1383,5882
153,2694,2048,1757,5883
279,1458,1024,387,5884
350,3154,256,1125,5885
188,4632,256,490,5886
656,4578,4096,1520,5887
329,1539,256,358,5888
183,2037,256,823,5889
43,2874,2048,841,5890
778,2419,512,939,5891
581,4480,2048,468,5892
526,4686,256,1165,5893
595,1568,2048,74,5894
890,2690,1024,738,5895
255,1663,256,1884,5896
50,3574,256,1575,5897
496,3971,1024,1889,5898
859,3870,512,327,5899
742,557,2048,1423,5900
790,3354,2048,1695,5901
853,2542,1024,1623,5902
227,4523,512,1110,5903
573,1612,4096,282,5904
434,2597,4096,702,5905
773,2402,512,496,5906
271,843,512,1987,5907
785,4447,4096,612,5908
990,4490,256,239,5909
427,4018,4096,1066,5910
442,3455,2048,616,5911
231,2058,4096,1181,5912
128,2739,2048,533,5913
5,917,2048,387,5914
582,3772,4096,1464,5915
49,1490,4096,1704,5916
319,1306,512,1584,5917
598,1537,1024,1335,5918
251,4901,256,1147,5919
405,3138,4096,346,5920
783,1359,2048,79,5921
236,3993,4096,703,5922
319,3497,2048,1480,5923
716,3228,4096,1822,5924
787,2693,256,1470,5925
98,2590,4096,257,5926
989,1031,4096,924,5927
132,3260,4096,54,5928
271,2898,512,1915,5929
814,2707,2048,405,5930
695,2334,256,1642,5931
110,660,256,1174,5932
373,1258,4096,1414,5933
524,1388,256,1474,5934
841,4062,512,806,5935
881,1126,512,167,5936
43,1480,1024,1631,5937
207,1793,2048,1106,5938
290,2009,4096,779,5939
513,1356,2048,1981,5940
26,507,256,59,5941
247,1943,4096,1174,5942
329,4019,2048,834,5943
781,4583,4096,1863,5944
757,4879,2048,1602,5945
763,2673,1024,595,5946
260,2403,4096,1981,5947
487,2750,1024,297,5948
293,4535,256,1681,5949
628,3948,2048,1738,5950
368,655,2048,1443,5951
367,3207,256,1980,5952
773,3962,2048,123,5953
690,4005,512,1869,5954
637,523,2048,1756,5955
80,896,512,709,5956
748,4356,512,1065,5957
773,1217,1024,1059,5958
115,4786,256,487,5959
484,1694,256,1932,5960
37,2872,256,1042,5961
19,748,1024,1475,5962
427,4030,512,1901,5963
201,1689,1024,1295,5964
329,1033,2048,135,5965
847,4482,2048,1350,5966
723,2197,2048,343,5967
871,985,256,1649,5968
263,695,1024,1287,5969
18,646,2048,1627,5970
838,3982,256,1365,5971
337,3507,256,179,5972
196,525,2048,205,5973
279,3361,4096,1081,5974
930,1672,4096,806,5975
407,3130,4096,195,5976
370,4247,1024,935,5977
874,3268,1024,381,5978
79,4128,4096,593,5979
715,2211,512,1676,5980
972,2668,1024,85,5981
526,3729,4096,160,5982
81,1981,2048,1215,5983
658,509,1024,1711,5984
508,4091,2048,1982,5985
729,1872,2048,254,5986
61,3248,256,236,5987
967,4297,512,1311,5988
802,3859,512,1467,5989
969,779,4096,678,5990
912,2667,2048,1405,5991
923,4435,256,865,5992
877,3004,512,1593,5993
114,3117,1024,1174,5994
520,3448,512,809,5995
163,881,512,1080,5996
334,3554,1024,130,5997
492,4018,1024,762,5998
482,606,256,1470,5999
676,2273,2048,1661,6000
343,3414,512,1048,6001
72,4266,2048,348,6002
872,4850,1024,675,6003
161,2388,256,568,6004
785,2753,4096,1141,6005
963,2649,512,648,6006
151,4742,256,309,6007
505,4360,1024,990,6008
561,3389,256,1405,6009
613,4961,256,506,6010
497,4365,2048,758,6011
983,1527,256,1912,6012
125,2299,512,341,6013
307,3190,2048,563,6014
583,1352,1024,1194,6015
988,3196,256,688,6016
963,935,2048,1724,6017
449,4868,256,538,6018
215,3167,2048,509,6019
528,957,1024,1984,6020
126,2559,4096,1350,6021
273,3845,4096,431,6022
508,3446,1024,1156,6023
28,650,512,520,6024
252,2566,2048,1592,6025
637,2544,2048,458,6026
391,1367,256,104,6027
879,2545,4096,248,6028
682,2987,1024,907,6029
224,1229,4096,106,6030
172,4932,256,1457,6031
132,2556,512,431,6032
460,1266,512,548,6033
874,4038,2048,1964,6034
857,2844,256,646,6035
39,1778,4096,601,6036
167,4809,512,1964,6037
59,1900,4096,1774,6038
981,4688,4096,657,6039
205,1824,4096,1251,6040
146,2714,2048,1356,6041
113,1334,512,1045,6042
185,3934,4096,1748,6043
747,2831,512,1290,6044
980,4874,4096,1792,6045
211,919,4096,1429,6046
447,4511,4096,834,6047
322,3119,2048,1202,6048
936,3449,4096,648,6049
849,3455,2048,656,6050
886,1019,4096,54,6051
977,2990,1024,1773,6052
740,1303,1024,319,6053
836,574,1024,1913,6054
93,2607,1024,402,6055
40,2960,1024,588,6056
716,3767,512,587,6057
705,4979,4096,408,6058
625,4948,256,1282,6059
360,2546,1024,1578,6060
265,1612,2048,531,6061
221,1474,4096,876,6062
48,3856,1024,1553,6063
5,4512,1024,234,6064
764,4263,2048,1338,6065
998,1534,256,220,6066
224,1257,512,442,6067
654,2591,1024,952,6068
875,1636,1024,397,6069
138,705,256,166,6070
247,3246,256,1566,6071
44,4734,512,1016,6072
991,3163,1024,177,6073
440,4193,4096,1116,6074
877,2735,512,599,6075
448,1927,2048,1221,6076
292,2076,1024,1161,6077
493,2627,1024,363,6078
120,3994,4096,1895,6079
635,1886,1024,939,6080
738,2127,2048,1873,6081
54,4045,4096,362,6082
869,1877,1024,1012,6083
850,2466,256,783,6084
347,4875,2048,183,6085
880,2202,2048,1122,6086
290,4844,256,724,6087
934,4863,256,1181,6088
872,1578,1024,1188,6089
754,1893,4096,1968,6090
451,1492,4096,1386,6091
989,4869,256,1800,6092
335,1439,4096,1329,6093
780,3965,256,1694,6094
155,3019,4096,462,6095
623,818,1024,903,6096
801,4361,2048,1067,6097
43,3153,256,88,6098
645,2977,2048,448,6099
400,2826,2048,622,6100
987,3774,256,781,6101
714,4178,1024,749,6102
931,2781,512,1102,6103
916,3436,256,432,6104
158,1615,256,1464,6105
727,1826,1024,545,6106
781,3697,1024,201,6107
756,2940,512,1119,6108
235,4720,2048,1791,6109
83,931,512,235,6110
929,1058,2048,362,6111
115,924,512,621,6112
923,1084,512,585,6113
493,2113,4096,267,6114
971,4065,256,1872,6115
983,574,2048,326,6116
585,858,1024,531,6117
221,4266,4096,832,6118
506,4158,4096,1368,6119
552,4732,1024,1451,6120
729,4713,1024,1546,6121
425,731,4096,1747,6122
901,2629,4096,1656,6123
949,816,1024,1990,6124
844,3737,4096,1482,6125
109,3253,1024,237,6126
66,3150,4096,1612,6127
682,4862,1024,721,6128
204,4814,256,410,6129
912,4126,512,1082,6130
944,4180,512,332,6131
997,2459,512,909,6132
14,1480,4096,1606,6133
592,2917,1024,421,6134
853,4663,512,1946,6135
416,4824,1024,1173,6136
766,1513,512,1714,6137
235,3150,512,427,6138
868,3970,2048,1677,6139
499,3329,1024,402,6140
456,3499,512,619,6141
771,4924,256,835,6142
420,1941,256,706,6143
691,4978,2048,1531,6144
824,1687,256,197,6145
575,1495,512,1995,6146
423,1759,512,572,6147
413,525,1024,1832,6148
34,2564,256,949,6149
404,4488,2048,251,6150
583,1484,4096,1201,6151
758,4371,4096,1143,6152
807,3329,512,1969,6153
952,2893,1024,1926,6154
323,4514,4096,817,6155
684,3952,2048,265,6156
339,3623,512,565,6157
869,2973,4096,1432,6158
50,3190,256,1533,6159
923,4462,256,1751,6160
987,4167,2048,352,6161
508,857,256,1877,6162
567,3592,256,1970,6163
342,3789,512,1031,6164
982,4150,1024,1958,6165
200,4470,4096,643,6166
250,2533,1024,1399,6167
489,3127,2048,1858,6168
53,4424,1024,1277,6169
266,4128,1024,257,6170
276,4593,1024,1531,6171
990,4895,2048,393,6172
126,3018,512,377,6173
587,2501,1024,873,6174
442,3765,256,365,6175
39,4586,512,937,6176
454,875,2048,467,6177
88,3280,512,1420,6178
956,3837,1024,1846,6179
63,3505,512,1751,6180
666,790,1024,811,6181
912,3781,512,650,6182
752,1351,256,321,6183
751,1688,2048,1235,6184
536,3091,2048,1914,6185
483,762,256,1488,6186
536,4036,512,529,6187
499,4761,2048,771,6188
359,3772,256,533,6189
321,4510,256,546,6190
626,3042,1024,519,6191
644,1525,4096,929,6192
756,1543,256,1928,6193
97,2225,4096,356,6194
435,2349,2048,1302,6195
794,1341,2048,285,6196
400,2300,1024,1814,6197
176,1605,512,957,6198
758,726,512,1135,6199
156,4956,512,331,6200
653,1654,2048,838,6201
221,2969,4096,1166,6202
961,1994,4096,80,6203
996,1134,2048,712,6204
605,2129,1024,160,6205
950,3471,256,74,6206
540,540,4096,1088,6207
182,3551,4096,291,6208
748,1607,1024,110,6209
479,1131,1024,433,6210
721,3737,1024,104,6211
255,4704,2048,1832,6212
